Sr. No.,Assigned To,Company Name,Website,Website Verified,Scan Completed,Screenshot Taken,Wave Score,Axe Score,LH Score,Screenshot link,Contact Person 1,Designation 1,Email ID 1,Contact Person 2,Designation 2,Email ID 2
"51","Unassigned","Aban Offshore Limited","https://abanoffshore.com","Yes","Yes","Yes","","","100","![WAVE Tool Screenshot](https://github.com/VEER-TANMAY-SACHIN/projects/blob/main/orchavate_gtm_workflow/outputs/v1.1_nse_tracker_enriched_clearbit_20260806_193605_attempt1_succesful_reviewnotdone_orchavatecore_digital/Aban_Offshore_Limited/screenshots/Aban_Offshore_Limited_Homepage_WAVE_Overlay.png)","N/A","Head of Compliance & Digital Governance","info@abanoffshore.com","General Contact Email (Guessed Pattern)","Accessibility & Nodal Officer","info@abanoffshore.com"
"52","Unassigned","Abans Enterprises Limited","https://aban.net","Yes","Yes","Yes","27","27","30","![WAVE Tool Screenshot](https://github.com/VEER-TANMAY-SACHIN/projects/blob/main/orchavate_gtm_workflow/outputs/v1.1_nse_tracker_enriched_clearbit_20260806_193605_attempt1_succesful_reviewnotdone_orchavatecore_digital/Abans_Enterprises_Limited/screenshots/Abans_Enterprises_Limited_Homepage_WAVE_Overlay.png)","N/A","Head of Compliance & Digital Governance","aban@aban.net","General Contact Email","Accessibility & Nodal Officer","aban@aban.net"
"53","Unassigned","Abans Financial Services Limited","https://Not Found","No","Yes","Yes","","","100","![WAVE Tool Screenshot](https://github.com/VEER-TANMAY-SACHIN/projects/blob/main/orchavate_gtm_workflow/outputs/v1.1_nse_tracker_enriched_clearbit_20260806_193605_attempt1_succesful_reviewnotdone_orchavatecore_digital/Abans_Financial_Services_Limited/screenshots/Abans_Financial_Services_Limited_Homepage_WAVE_Overlay.png)","N/A","Head of Compliance & Digital Governance","Not Found","General Contact Email (Guessed Pattern)","Accessibility & Nodal Officer","Not Found"
"54","Unassigned","Abbott India Limited","https://abbott.com","Yes","Yes","Yes","","","100","![WAVE Tool Screenshot](https://github.com/VEER-TANMAY-SACHIN/projects/blob/main/orchavate_gtm_workflow/outputs/v1.1_nse_tracker_enriched_clearbit_20260806_193605_attempt1_succesful_reviewnotdone_orchavatecore_digital/Abbott_India_Limited/screenshots/Abbott_India_Limited_Homepage_WAVE_Overlay.png)","N/A","Head of Compliance & Digital Governance","info@abbott.com","General Contact Email (Guessed Pattern)","Accessibility & Nodal Officer","info@abbott.com"
"55","Unassigned","Accelya Solutions India Limited","https://Not Found","No","Yes","Yes","","","100","![WAVE Tool Screenshot](https://github.com/VEER-TANMAY-SACHIN/projects/blob/main/orchavate_gtm_workflow/outputs/v1.1_nse_tracker_enriched_clearbit_20260806_193605_attempt1_succesful_reviewnotdone_orchavatecore_digital/Accelya_Solutions_India_Limited/screenshots/Accelya_Solutions_India_Limited_Homepage_WAVE_Overlay.png)","N/A","Head of Compliance & Digital Governance","Not Found","General Contact Email (Guessed Pattern)","Accessibility & Nodal Officer","Not Found"
"56","Unassigned","Accuracy Shipping Limited","https://aslindia.net","Yes","Yes","Yes","37","37","30","![WAVE Tool Screenshot](https://github.com/VEER-TANMAY-SACHIN/projects/blob/main/orchavate_gtm_workflow/outputs/v1.1_nse_tracker_enriched_clearbit_20260806_193605_attempt1_succesful_reviewnotdone_orchavatecore_digital/Accuracy_Shipping_Limited/screenshots/Accuracy_Shipping_Limited_Homepage_WAVE_Overlay.png)","N/A","Head of Compliance & Digital Governance","info@aslindia.net","Investor Grievance / Compliance Officer Email","Accessibility & Nodal Officer","info@aslindia.net"
"57","Unassigned","Ace Integrated Solutions Limited","https://Not Found","No","Yes","Yes","","","100","![WAVE Tool Screenshot](https://github.com/VEER-TANMAY-SACHIN/projects/blob/main/orchavate_gtm_workflow/outputs/v1.1_nse_tracker_enriched_clearbit_20260806_193605_attempt1_succesful_reviewnotdone_orchavatecore_digital/Ace_Integrated_Solutions_Limited/screenshots/Ace_Integrated_Solutions_Limited_Homepage_WAVE_Overlay.png)","N/A","Head of Compliance & Digital Governance","Not Found","General Contact Email (Guessed Pattern)","Accessibility & Nodal Officer","Not Found"
"58","Unassigned","Acme Solar Holdings Limited","https://Not Found","No","Yes","Yes","","","100","![WAVE Tool Screenshot](https://github.com/VEER-TANMAY-SACHIN/projects/blob/main/orchavate_gtm_workflow/outputs/v1.1_nse_tracker_enriched_clearbit_20260806_193605_attempt1_succesful_reviewnotdone_orchavatecore_digital/Acme_Solar_Holdings_Limited/screenshots/Acme_Solar_Holdings_Limited_Homepage_WAVE_Overlay.png)","N/A","Head of Compliance & Digital Governance","Not Found","General Contact Email (Guessed Pattern)","Accessibility & Nodal Officer","Not Found"
"59","Unassigned","Action Construction Equipment Limited","https://ace-cranes.com","Yes","No","No","","","","![WAVE Tool Screenshot](https://github.com/VEER-TANMAY-SACHIN/projects/blob/main/orchavate_gtm_workflow/outputs/v1.1_nse_tracker_enriched_clearbit_20260806_193605_attempt1_succesful_reviewnotdone_orchavatecore_digital/Action_Construction_Equipment_Limited/screenshots/Action_Construction_Equipment_Limited_Homepage_WAVE_Overlay.png)","N/A","Head of Compliance & Digital Governance","N/A","N/A","N/A","Not Found"
"60","Unassigned","Acutaas Chemicals Limited","https://Not Found","No","Yes","Yes","","","100","![WAVE Tool Screenshot](https://github.com/VEER-TANMAY-SACHIN/projects/blob/main/orchavate_gtm_workflow/outputs/v1.1_nse_tracker_enriched_clearbit_20260806_193605_attempt1_succesful_reviewnotdone_orchavatecore_digital/Acutaas_Chemicals_Limited/screenshots/Acutaas_Chemicals_Limited_Homepage_WAVE_Overlay.png)","N/A","Head of Compliance & Digital Governance","Not Found","General Contact Email (Guessed Pattern)","Accessibility & Nodal Officer","Not Found"
"61","Unassigned","Adani Energy Solutions Limited","https://adanienergysolutions.com","Yes","Yes","Yes","78","78","30","![WAVE Tool Screenshot](https://github.com/VEER-TANMAY-SACHIN/projects/blob/main/orchavate_gtm_workflow/outputs/v1.1_nse_tracker_enriched_clearbit_20260806_193605_attempt1_succesful_reviewnotdone_orchavatecore_digital/Adani_Energy_Solutions_Limited/screenshots/Adani_Energy_Solutions_Limited_Homepage_WAVE_Overlay.png)","N/A","Head of Compliance & Digital Governance","info@adanienergysolutions.com","General Contact Email (Guessed Pattern)","Accessibility & Nodal Officer","info@adanienergysolutions.com"
"62","Unassigned","Adani Enterprises Limited","https://adanielectricity.com","Yes","Yes","Yes","36","36","30","![WAVE Tool Screenshot](https://github.com/VEER-TANMAY-SACHIN/projects/blob/main/orchavate_gtm_workflow/outputs/v1.1_nse_tracker_enriched_clearbit_20260806_193605_attempt1_succesful_reviewnotdone_orchavatecore_digital/Adani_Enterprises_Limited/screenshots/Adani_Enterprises_Limited_Homepage_WAVE_Overlay.png)","N/A","Head of Compliance & Digital Governance","helpdesk.mumbaielectricity@adani.com","General Contact Email","Accessibility & Nodal Officer","helpdesk.mumbaielectricity@adani.com"
"63","Unassigned","Adani Green Energy Limited","https://Not Found","No","Yes","Yes","","","100","![WAVE Tool Screenshot](https://github.com/VEER-TANMAY-SACHIN/projects/blob/main/orchavate_gtm_workflow/outputs/v1.1_nse_tracker_enriched_clearbit_20260806_193605_attempt1_succesful_reviewnotdone_orchavatecore_digital/Adani_Green_Energy_Limited/screenshots/Adani_Green_Energy_Limited_Homepage_WAVE_Overlay.png)","N/A","Head of Compliance & Digital Governance","Not Found","General Contact Email (Guessed Pattern)","Accessibility & Nodal Officer","Not Found"
"64","Unassigned","Adani Ports and Special Economic Zone Limited","https://Not Found","No","Yes","Yes","","","100","![WAVE Tool Screenshot](https://github.com/VEER-TANMAY-SACHIN/projects/blob/main/orchavate_gtm_workflow/outputs/v1.1_nse_tracker_enriched_clearbit_20260806_193605_attempt1_succesful_reviewnotdone_orchavatecore_digital/Adani_Ports_and_Special_Economic_Zone_Limited/screenshots/Adani_Ports_and_Special_Economic_Zone_Limited_Homepage_WAVE_Overlay.png)","N/A","Head of Compliance & Digital Governance","Not Found","General Contact Email (Guessed Pattern)","Accessibility & Nodal Officer","Not Found"
"65","Unassigned","Adani Power Limited","https://adanipower.com","Yes","Yes","Yes","67","67","30","![WAVE Tool Screenshot](https://github.com/VEER-TANMAY-SACHIN/projects/blob/main/orchavate_gtm_workflow/outputs/v1.1_nse_tracker_enriched_clearbit_20260806_193605_attempt1_succesful_reviewnotdone_orchavatecore_digital/Adani_Power_Limited/screenshots/Adani_Power_Limited_Homepage_WAVE_Overlay.png)","N/A","Head of Compliance & Digital Governance","info@adanipower.com","General Contact Email (Guessed Pattern)","Accessibility & Nodal Officer","info@adanipower.com"
"66","Unassigned","Adani Total Gas Limited","https://Not Found","No","Yes","Yes","","","100","![WAVE Tool Screenshot](https://github.com/VEER-TANMAY-SACHIN/projects/blob/main/orchavate_gtm_workflow/outputs/v1.1_nse_tracker_enriched_clearbit_20260806_193605_attempt1_succesful_reviewnotdone_orchavatecore_digital/Adani_Total_Gas_Limited/screenshots/Adani_Total_Gas_Limited_Homepage_WAVE_Overlay.png)","N/A","Head of Compliance & Digital Governance","Not Found","General Contact Email (Guessed Pattern)","Accessibility & Nodal Officer","Not Found"
"67","Unassigned","Aditya Birla Capital Limited","https://adityabirlacapital.com","Yes","No","No","","","","![WAVE Tool Screenshot](https://github.com/VEER-TANMAY-SACHIN/projects/blob/main/orchavate_gtm_workflow/outputs/v1.1_nse_tracker_enriched_clearbit_20260806_193605_attempt1_succesful_reviewnotdone_orchavatecore_digital/Aditya_Birla_Capital_Limited/screenshots/Aditya_Birla_Capital_Limited_Homepage_WAVE_Overlay.png)","N/A","Head of Compliance & Digital Governance","N/A","N/A","N/A","Not Found"
"68","Unassigned","Aditya Birla Fashion and Retail Limited","https://Not Found","No","Yes","Yes","","","100","![WAVE Tool Screenshot](https://github.com/VEER-TANMAY-SACHIN/projects/blob/main/orchavate_gtm_workflow/outputs/v1.1_nse_tracker_enriched_clearbit_20260806_193605_attempt1_succesful_reviewnotdone_orchavatecore_digital/Aditya_Birla_Fashion_and_Retail_Limited/screenshots/Aditya_Birla_Fashion_and_Retail_Limited_Homepage_WAVE_Overlay.png)","N/A","Head of Compliance & Digital Governance","Not Found","General Contact Email (Guessed Pattern)","Accessibility & Nodal Officer","Not Found"
"69","Unassigned","Aditya Birla Lifestyle Brands Limited","https://Not Found","No","Yes","Yes","","","100","![WAVE Tool Screenshot](https://github.com/VEER-TANMAY-SACHIN/projects/blob/main/orchavate_gtm_workflow/outputs/v1.1_nse_tracker_enriched_clearbit_20260806_193605_attempt1_succesful_reviewnotdone_orchavatecore_digital/Aditya_Birla_Lifestyle_Brands_Limited/screenshots/Aditya_Birla_Lifestyle_Brands_Limited_Homepage_WAVE_Overlay.png)","N/A","Head of Compliance & Digital Governance","Not Found","General Contact Email (Guessed Pattern)","Accessibility & Nodal Officer","Not Found"
"70","Unassigned","Aditya Birla Money Limited","https://Not Found","No","Yes","Yes","","","100","![WAVE Tool Screenshot](https://github.com/VEER-TANMAY-SACHIN/projects/blob/main/orchavate_gtm_workflow/outputs/v1.1_nse_tracker_enriched_clearbit_20260806_193605_attempt1_succesful_reviewnotdone_orchavatecore_digital/Aditya_Birla_Money_Limited/screenshots/Aditya_Birla_Money_Limited_Homepage_WAVE_Overlay.png)","N/A","Head of Compliance & Digital Governance","Not Found","General Contact Email (Guessed Pattern)","Accessibility & Nodal Officer","Not Found"
"71","Unassigned","Aditya Birla Real Estate Limited","https://Not Found","No","Yes","Yes","","","100","![WAVE Tool Screenshot](https://github.com/VEER-TANMAY-SACHIN/projects/blob/main/orchavate_gtm_workflow/outputs/v1.1_nse_tracker_enriched_clearbit_20260806_193605_attempt1_succesful_reviewnotdone_orchavatecore_digital/Aditya_Birla_Real_Estate_Limited/screenshots/Aditya_Birla_Real_Estate_Limited_Homepage_WAVE_Overlay.png)","N/A","Head of Compliance & Digital Governance","Not Found","General Contact Email (Guessed Pattern)","Accessibility & Nodal Officer","Not Found"
"72","Unassigned","Aditya Birla Sun Life AMC Limited","https://adityabirlasunlifeamc.com","Yes","Yes","Yes","","","100","![WAVE Tool Screenshot](https://github.com/VEER-TANMAY-SACHIN/projects/blob/main/orchavate_gtm_workflow/outputs/v1.1_nse_tracker_enriched_clearbit_20260806_193605_attempt1_succesful_reviewnotdone_orchavatecore_digital/Aditya_Birla_Sun_Life_AMC_Limited/screenshots/Aditya_Birla_Sun_Life_AMC_Limited_Homepage_WAVE_Overlay.png)","N/A","Head of Compliance & Digital Governance","info@adityabirlasunlifeamc.com","General Contact Email (Guessed Pattern)","Accessibility & Nodal Officer","info@adityabirlasunlifeamc.com"
"73","Unassigned","Aditya Infotech Limited","https://adityainfotech.com","Yes","Yes","Yes","26","26","30","![WAVE Tool Screenshot](https://github.com/VEER-TANMAY-SACHIN/projects/blob/main/orchavate_gtm_workflow/outputs/v1.1_nse_tracker_enriched_clearbit_20260806_193605_attempt1_succesful_reviewnotdone_orchavatecore_digital/Aditya_Infotech_Limited/screenshots/Aditya_Infotech_Limited_Homepage_WAVE_Overlay.png)","N/A","Head of Compliance & Digital Governance","admin@adityainfotech.com","General Contact Email","Accessibility & Nodal Officer","admin@adityainfotech.com"
"74","Unassigned","Aditya Vision Limited","https://adityavision.com","Yes","Yes","Yes","84","84","30","![WAVE Tool Screenshot](https://github.com/VEER-TANMAY-SACHIN/projects/blob/main/orchavate_gtm_workflow/outputs/v1.1_nse_tracker_enriched_clearbit_20260806_193605_attempt1_succesful_reviewnotdone_orchavatecore_digital/Aditya_Vision_Limited/screenshots/Aditya_Vision_Limited_Homepage_WAVE_Overlay.png)","N/A","Head of Compliance & Digital Governance","care@adityavision.in","General Contact Email","Accessibility & Nodal Officer","care@adityavision.in"
"75","Unassigned","Ador Welding Limited","https://adorwelding.com","Yes","No","No","","","","![WAVE Tool Screenshot](https://github.com/VEER-TANMAY-SACHIN/projects/blob/main/orchavate_gtm_workflow/outputs/v1.1_nse_tracker_enriched_clearbit_20260806_193605_attempt1_succesful_reviewnotdone_orchavatecore_digital/Ador_Welding_Limited/screenshots/Ador_Welding_Limited_Homepage_WAVE_Overlay.png)","N/A","Head of Compliance & Digital Governance","N/A","N/A","N/A","Not Found"
"76","Unassigned","Adroit Infotech Limited","https://adroitinfotech.com","Yes","Yes","Yes","1","1","96","![WAVE Tool Screenshot](https://github.com/VEER-TANMAY-SACHIN/projects/blob/main/orchavate_gtm_workflow/outputs/v1.1_nse_tracker_enriched_clearbit_20260806_193605_attempt1_succesful_reviewnotdone_orchavatecore_digital/Adroit_Infotech_Limited/screenshots/Adroit_Infotech_Limited_Homepage_WAVE_Overlay.png)","N/A","Head of Compliance & Digital Governance","info@adroitinfotech.com","Investor Grievance / Compliance Officer Email","Accessibility & Nodal Officer","cs@adroitinfotech.com"
"77","Unassigned","Advait Energy Transitions Limited","https://Not Found","No","Yes","Yes","","","100","![WAVE Tool Screenshot](https://github.com/VEER-TANMAY-SACHIN/projects/blob/main/orchavate_gtm_workflow/outputs/v1.1_nse_tracker_enriched_clearbit_20260806_193605_attempt1_succesful_reviewnotdone_orchavatecore_digital/Advait_Energy_Transitions_Limited/screenshots/Advait_Energy_Transitions_Limited_Homepage_WAVE_Overlay.png)","N/A","Head of Compliance & Digital Governance","Not Found","General Contact Email (Guessed Pattern)","Accessibility & Nodal Officer","Not Found"
"78","Unassigned","Advance Agrolife Limited","https://Not Found","No","Yes","Yes","","","100","![WAVE Tool Screenshot](https://github.com/VEER-TANMAY-SACHIN/projects/blob/main/orchavate_gtm_workflow/outputs/v1.1_nse_tracker_enriched_clearbit_20260806_193605_attempt1_succesful_reviewnotdone_orchavatecore_digital/Advance_Agrolife_Limited/screenshots/Advance_Agrolife_Limited_Homepage_WAVE_Overlay.png)","N/A","Head of Compliance & Digital Governance","Not Found","General Contact Email (Guessed Pattern)","Accessibility & Nodal Officer","Not Found"
"79","Unassigned","Advanced Enzyme Technologies Limited","https://advancedenzymes.com","Yes","Yes","Yes","12","12","52","![WAVE Tool Screenshot](https://github.com/VEER-TANMAY-SACHIN/projects/blob/main/orchavate_gtm_workflow/outputs/v1.1_nse_tracker_enriched_clearbit_20260806_193605_attempt1_succesful_reviewnotdone_orchavatecore_digital/Advanced_Enzyme_Technologies_Limited/screenshots/Advanced_Enzyme_Technologies_Limited_Homepage_WAVE_Overlay.png)","N/A","Head of Compliance & Digital Governance","info@advancedenzymes.com","General Contact Email","Accessibility & Nodal Officer","info@advancedenzymes.com"
"80","Unassigned","Advani Hotels & Resorts (India) Limited","https://Not Found","No","Yes","Yes","","","100","![WAVE Tool Screenshot](https://github.com/VEER-TANMAY-SACHIN/projects/blob/main/orchavate_gtm_workflow/outputs/v1.1_nse_tracker_enriched_clearbit_20260806_193605_attempt1_succesful_reviewnotdone_orchavatecore_digital/Advani_Hotels___Resorts__India__Limited/screenshots/Advani_Hotels___Resorts__India__Limited_Homepage_WAVE_Overlay.png)","N/A","Head of Compliance & Digital Governance","Not Found","General Contact Email (Guessed Pattern)","Accessibility & Nodal Officer","Not Found"
"81","Unassigned","Advent Hotels International Limited","https://Not Found","No","Yes","Yes","","","100","![WAVE Tool Screenshot](https://github.com/VEER-TANMAY-SACHIN/projects/blob/main/orchavate_gtm_workflow/outputs/v1.1_nse_tracker_enriched_clearbit_20260806_193605_attempt1_succesful_reviewnotdone_orchavatecore_digital/Advent_Hotels_International_Limited/screenshots/Advent_Hotels_International_Limited_Homepage_WAVE_Overlay.png)","N/A","Head of Compliance & Digital Governance","Not Found","General Contact Email (Guessed Pattern)","Accessibility & Nodal Officer","Not Found"
