[2026-08-06T19:36:05.244Z] COMPANY: "20 Microns Limited" | QUERIES: ["20 Microns Limited" official website] | CANDIDATES: [https://20microns.com] | SELECTED: "https://20microns.com" | CONFIDENCE: HIGH | TIME: 1ms | REASON: Resolved via readymade-fallback
[2026-08-06T19:55:41.741Z] COMPANY: "Akg Exim Limited" | QUERIES: ["Akg Exim Limited" official website] | CANDIDATES: [https://Not Found] | SELECTED: "https://Not Found" | CONFIDENCE: HIGH | TIME: 0ms | REASON: Resolved via readymade-fallback
[2026-08-06T19:55:47.170Z] COMPANY: "AKI India Limited" | QUERIES: ["AKI India Limited" official website] | CANDIDATES: [https://akinator.com] | SELECTED: "https://akinator.com" | CONFIDENCE: HIGH | TIME: 0ms | REASON: Resolved via readymade-fallback
[2026-08-06T19:55:49.287Z] COMPANY: "Akshar Spintex Limited" | QUERIES: ["Akshar Spintex Limited" official website] | CANDIDATES: [https://aksharspintex.in] | SELECTED: "https://aksharspintex.in" | CONFIDENCE: HIGH | TIME: 0ms | REASON: Resolved via readymade-fallback
[2026-08-06T19:59:54.929Z] COMPANY: "AksharChem India Limited" | QUERIES: ["AksharChem India Limited" official website] | CANDIDATES: [https://aksharchemindia.com] | SELECTED: "https://aksharchemindia.com" | CONFIDENCE: HIGH | TIME: 0ms | REASON: Resolved via readymade-fallback
[2026-08-06T20:00:06.593Z] COMPANY: "Aksh Optifibre Limited" | QUERIES: ["Aksh Optifibre Limited" official website] | CANDIDATES: [https://akshoptifibre.com] | SELECTED: "https://akshoptifibre.com" | CONFIDENCE: HIGH | TIME: 0ms | REASON: Resolved via readymade-fallback
[2026-08-06T20:00:18.258Z] COMPANY: "Akums Drugs and Pharmaceuticals Limited" | QUERIES: ["Akums Drugs and Pharmaceuticals Limited" official website] | CANDIDATES: [https://Not Found] | SELECTED: "https://Not Found" | CONFIDENCE: HIGH | TIME: 0ms | REASON: Resolved via readymade-fallback
[2026-08-06T20:00:24.719Z] COMPANY: "Alankit Limited" | QUERIES: ["Alankit Limited" official website] | CANDIDATES: [https://alankit.com] | SELECTED: "https://alankit.com" | CONFIDENCE: HIGH | TIME: 0ms | REASON: Resolved via readymade-fallback
[2026-08-06T20:00:25.967Z] COMPANY: "Albert David Limited" | QUERIES: ["Albert David Limited" official website] | CANDIDATES: [https://albertdavidindia.com] | SELECTED: "https://albertdavidindia.com" | CONFIDENCE: HIGH | TIME: 0ms | REASON: Resolved via readymade-fallback
[2026-08-06T20:00:32.887Z] COMPANY: "Alembic Limited" | QUERIES: ["Alembic Limited" official website] | CANDIDATES: [https://alembiclimited.com] | SELECTED: "https://alembiclimited.com" | CONFIDENCE: HIGH | TIME: 0ms | REASON: Resolved via readymade-fallback
[2026-08-06T20:00:42.722Z] COMPANY: "Algoquant Fintech Limited" | QUERIES: ["Algoquant Fintech Limited" official website] | CANDIDATES: [https://algoquantfintech.com] | SELECTED: "https://algoquantfintech.com" | CONFIDENCE: HIGH | TIME: 0ms | REASON: Resolved via readymade-fallback
[2026-08-06T20:17:07.882Z] COMPANY: "Alicon Castalloy Limited" | QUERIES: ["Alicon Castalloy Limited" official website] | CANDIDATES: [https://Not Found] | SELECTED: "https://Not Found" | CONFIDENCE: HIGH | TIME: 0ms | REASON: Resolved via readymade-fallback
[2026-08-06T20:17:14.855Z] COMPANY: "Alivus Life Sciences Limited" | QUERIES: ["Alivus Life Sciences Limited" official website] | CANDIDATES: [https://Not Found] | SELECTED: "https://Not Found" | CONFIDENCE: HIGH | TIME: 0ms | REASON: Resolved via readymade-fallback
[2026-08-06T20:17:21.820Z] COMPANY: "Alkali Metals Limited" | QUERIES: ["Alkali Metals Limited" official website] | CANDIDATES: [https://alkalimetals.com] | SELECTED: "https://alkalimetals.com" | CONFIDENCE: HIGH | TIME: 0ms | REASON: Resolved via readymade-fallback
[2026-08-06T20:17:24.953Z] COMPANY: "Alkem Laboratories Limited" | QUERIES: ["Alkem Laboratories Limited" official website] | CANDIDATES: [https://alkemlabs.com] | SELECTED: "https://alkemlabs.com" | CONFIDENCE: HIGH | TIME: 0ms | REASON: Resolved via readymade-fallback
[2026-08-06T20:17:37.321Z] COMPANY: "Alkyl Amines Chemicals Limited" | QUERIES: ["Alkyl Amines Chemicals Limited" official website] | CANDIDATES: [https://alkylamines.com] | SELECTED: "https://alkylamines.com" | CONFIDENCE: HIGH | TIME: 1ms | REASON: Resolved via readymade-fallback
[2026-08-06T20:18:07.780Z] COMPANY: "Allcargo Logistics Limited" | QUERIES: ["Allcargo Logistics Limited" official website] | CANDIDATES: [https://allcargologistics.com] | SELECTED: "https://allcargologistics.com" | CONFIDENCE: HIGH | TIME: 0ms | REASON: Resolved via readymade-fallback
[2026-08-06T20:18:22.717Z] COMPANY: "Alldigi Tech Limited" | QUERIES: ["Alldigi Tech Limited" official website] | CANDIDATES: [https://Not Found] | SELECTED: "https://Not Found" | CONFIDENCE: HIGH | TIME: 1ms | REASON: Resolved via readymade-fallback
[2026-08-06T20:18:27.403Z] COMPANY: "All Time Plastics Limited" | QUERIES: ["All Time Plastics Limited" official website] | CANDIDATES: [https://alltimeplastics.com] | SELECTED: "https://alltimeplastics.com" | CONFIDENCE: HIGH | TIME: 0ms | REASON: Resolved via readymade-fallback
[2026-08-06T20:18:38.491Z] COMPANY: "Almondz Global Securities Limited" | QUERIES: ["Almondz Global Securities Limited" official website] | CANDIDATES: [https://almondzglobal.com] | SELECTED: "https://almondzglobal.com" | CONFIDENCE: HIGH | TIME: 0ms | REASON: Resolved via readymade-fallback
[2026-08-06T20:18:48.401Z] COMPANY: "Alok Industries Limited" | QUERIES: ["Alok Industries Limited" official website] | CANDIDATES: [https://alokind.com] | SELECTED: "https://alokind.com" | CONFIDENCE: HIGH | TIME: 1ms | REASON: Resolved via readymade-fallback
[2026-08-06T20:18:56.571Z] COMPANY: "Alpa Laboratories Limited" | QUERIES: ["Alpa Laboratories Limited" official website] | CANDIDATES: [https://Not Found] | SELECTED: "https://Not Found" | CONFIDENCE: HIGH | TIME: 0ms | REASON: Resolved via readymade-fallback
[2026-08-06T20:19:01.363Z] COMPANY: "Alphageo (India) Limited" | QUERIES: ["Alphageo (India) Limited" official website] | CANDIDATES: [https://alphageomatics.ca] | SELECTED: "https://alphageomatics.ca" | CONFIDENCE: HIGH | TIME: 0ms | REASON: Resolved via readymade-fallback
[2026-08-06T20:19:06.480Z] COMPANY: "Alpine Texworld Limited" | QUERIES: ["Alpine Texworld Limited" official website] | CANDIDATES: [https://Not Found] | SELECTED: "https://Not Found" | CONFIDENCE: HIGH | TIME: 1ms | REASON: Resolved via readymade-fallback
[2026-08-06T20:19:12.541Z] COMPANY: "Amagi Media Labs Limited" | QUERIES: ["Amagi Media Labs Limited" official website] | CANDIDATES: [https://Not Found] | SELECTED: "https://Not Found" | CONFIDENCE: HIGH | TIME: 0ms | REASON: Resolved via readymade-fallback
[2026-08-06T20:19:20.125Z] COMPANY: "Amanta Healthcare Limited" | QUERIES: ["Amanta Healthcare Limited" official website] | CANDIDATES: [https://amanta.co.in] | SELECTED: "https://amanta.co.in" | CONFIDENCE: HIGH | TIME: 0ms | REASON: Resolved via readymade-fallback
[2026-08-06T20:19:22.363Z] COMPANY: "Ambalal Sarabhai Enterprises Limited" | QUERIES: ["Ambalal Sarabhai Enterprises Limited" official website] | CANDIDATES: [https://Not Found] | SELECTED: "https://Not Found" | CONFIDENCE: HIGH | TIME: 1ms | REASON: Resolved via readymade-fallback
[2026-08-06T20:19:28.145Z] COMPANY: "Amber Enterprises India Limited" | QUERIES: ["Amber Enterprises India Limited" official website] | CANDIDATES: [https://amberinteriordesign.com] | SELECTED: "https://amberinteriordesign.com" | CONFIDENCE: HIGH | TIME: 0ms | REASON: Resolved via readymade-fallback
[2026-08-06T20:19:31.424Z] COMPANY: "Ambica Agarbathies & Aroma industries Limited" | QUERIES: ["Ambica Agarbathies & Aroma industries Limited" official website] | CANDIDATES: [https://ambicaagarbathies.com] | SELECTED: "https://ambicaagarbathies.com" | CONFIDENCE: HIGH | TIME: 0ms | REASON: Resolved via readymade-fallback
[2026-08-06T20:19:45.038Z] COMPANY: "Ambika Cotton Mills Limited" | QUERIES: ["Ambika Cotton Mills Limited" official website] | CANDIDATES: [https://Not Found] | SELECTED: "https://Not Found" | CONFIDENCE: HIGH | TIME: 0ms | REASON: Resolved via readymade-fallback
[2026-08-06T20:19:49.591Z] COMPANY: "Ambuja Cements Limited" | QUERIES: ["Ambuja Cements Limited" official website] | CANDIDATES: [https://ambujacement.com] | SELECTED: "https://ambujacement.com" | CONFIDENCE: HIGH | TIME: 0ms | REASON: Resolved via readymade-fallback
[2026-08-06T20:19:57.760Z] COMPANY: "AMD Industries Limited" | QUERIES: ["AMD Industries Limited" official website] | CANDIDATES: [https://amdpop.com] | SELECTED: "https://amdpop.com" | CONFIDENCE: HIGH | TIME: 0ms | REASON: Resolved via readymade-fallback
[2026-08-06T20:22:18.840Z] COMPANY: "Amj Land Holdings Limited" | QUERIES: ["Amj Land Holdings Limited" official website] | CANDIDATES: [https://Not Found] | SELECTED: "https://Not Found" | CONFIDENCE: HIGH | TIME: 0ms | REASON: Resolved via readymade-fallback
[2026-08-06T20:22:26.694Z] COMPANY: "Amines & Plasticizers Limited" | QUERIES: ["Amines & Plasticizers Limited" official website] | CANDIDATES: [https://aminess.com] | SELECTED: "https://aminess.com" | CONFIDENCE: HIGH | TIME: 0ms | REASON: Resolved via readymade-fallback
[2026-08-06T20:22:40.573Z] COMPANY: "Amrutanjan Health Care Limited" | QUERIES: ["Amrutanjan Health Care Limited" official website] | CANDIDATES: [https://amrutanjan.com] | SELECTED: "https://amrutanjan.com" | CONFIDENCE: HIGH | TIME: 0ms | REASON: Resolved via readymade-fallback
[2026-08-06T20:22:47.730Z] COMPANY: "Anand Rathi Wealth Limited" | QUERIES: ["Anand Rathi Wealth Limited" official website] | CANDIDATES: [https://rathi.com] | SELECTED: "https://rathi.com" | CONFIDENCE: HIGH | TIME: 0ms | REASON: Resolved via readymade-fallback
[2026-08-06T20:22:59.874Z] COMPANY: "Anant Raj Limited" | QUERIES: ["Anant Raj Limited" official website] | CANDIDATES: [https://anantrajlimited.com] | SELECTED: "https://anantrajlimited.com" | CONFIDENCE: HIGH | TIME: 0ms | REASON: Resolved via readymade-fallback
[2026-08-06T20:23:07.270Z] COMPANY: "ANDHRA PAPER LIMITED" | QUERIES: ["ANDHRA PAPER LIMITED" official website] | CANDIDATES: [https://andhrapaper.com] | SELECTED: "https://andhrapaper.com" | CONFIDENCE: HIGH | TIME: 0ms | REASON: Resolved via readymade-fallback
[2026-08-06T20:23:16.255Z] COMPANY: "The Andhra Sugars Limited" | QUERIES: ["The Andhra Sugars Limited" official website] | CANDIDATES: [https://theandhrasugars.com] | SELECTED: "https://theandhrasugars.com" | CONFIDENCE: HIGH | TIME: 0ms | REASON: Resolved via readymade-fallback
[2026-08-06T20:23:33.866Z] COMPANY: "Angel One Limited" | QUERIES: ["Angel One Limited" official website] | CANDIDATES: [https://angelone.in] | SELECTED: "https://angelone.in" | CONFIDENCE: HIGH | TIME: 0ms | REASON: Resolved via readymade-fallback
[2026-08-06T20:23:43.120Z] COMPANY: "Anik Industries Limited" | QUERIES: ["Anik Industries Limited" official website] | CANDIDATES: [https://anikgroup.com] | SELECTED: "https://anikgroup.com" | CONFIDENCE: HIGH | TIME: 1ms | REASON: Resolved via readymade-fallback
[2026-08-06T20:24:22.393Z] COMPANY: "Ankit Metal & Power Limited" | QUERIES: ["Ankit Metal & Power Limited" official website] | CANDIDATES: [https://ankitmetal.com] | SELECTED: "https://ankitmetal.com" | CONFIDENCE: HIGH | TIME: 0ms | REASON: Resolved via readymade-fallback
[2026-08-06T20:24:28.488Z] COMPANY: "Anmol India Limited" | QUERIES: ["Anmol India Limited" official website] | CANDIDATES: [https://anmolindustries.com] | SELECTED: "https://anmolindustries.com" | CONFIDENCE: HIGH | TIME: 0ms | REASON: Resolved via readymade-fallback
[2026-08-06T20:24:28.788Z] COMPANY: "Ansal Properties & Infrastructure Limited" | QUERIES: ["Ansal Properties & Infrastructure Limited" official website] | CANDIDATES: [https://Not Found] | SELECTED: "https://Not Found" | CONFIDENCE: HIGH | TIME: 1ms | REASON: Resolved via readymade-fallback
[2026-08-06T20:24:37.260Z] COMPANY: "Antelopus Selan Energy Limited" | QUERIES: ["Antelopus Selan Energy Limited" official website] | CANDIDATES: [https://Not Found] | SELECTED: "https://Not Found" | CONFIDENCE: HIGH | TIME: 1ms | REASON: Resolved via readymade-fallback
[2026-08-06T20:24:44.212Z] COMPANY: "Antarctica Limited" | QUERIES: ["Antarctica Limited" official website] | CANDIDATES: [https://antarctica-packaging.com] | SELECTED: "https://antarctica-packaging.com" | CONFIDENCE: HIGH | TIME: 0ms | REASON: Resolved via readymade-fallback
[2026-08-06T20:24:52.133Z] COMPANY: "Anthem Biosciences Limited" | QUERIES: ["Anthem Biosciences Limited" official website] | CANDIDATES: [https://anthembio.com] | SELECTED: "https://anthembio.com" | CONFIDENCE: HIGH | TIME: 0ms | REASON: Resolved via readymade-fallback
[2026-08-06T20:27:15.814Z] COMPANY: "Anuh Pharma Limited" | QUERIES: ["Anuh Pharma Limited" official website] | CANDIDATES: [https://anuhpharma.com] | SELECTED: "https://anuhpharma.com" | CONFIDENCE: HIGH | TIME: 0ms | REASON: Resolved via readymade-fallback
[2026-08-06T20:27:19.414Z] COMPANY: "The Anup Engineering Limited" | QUERIES: ["The Anup Engineering Limited" official website] | CANDIDATES: [https://Not Found] | SELECTED: "https://Not Found" | CONFIDENCE: HIGH | TIME: 0ms | REASON: Resolved via readymade-fallback
[2026-08-06T20:27:27.593Z] COMPANY: "Anupam Rasayan India Limited" | QUERIES: ["Anupam Rasayan India Limited" official website] | CANDIDATES: [https://anupamrasayan.com] | SELECTED: "https://anupamrasayan.com" | CONFIDENCE: HIGH | TIME: 0ms | REASON: Resolved via readymade-fallback
[2026-08-06T20:27:37.424Z] COMPANY: "Apar Industries Limited" | QUERIES: ["Apar Industries Limited" official website] | CANDIDATES: [https://apar.com] | SELECTED: "https://apar.com" | CONFIDENCE: HIGH | TIME: 0ms | REASON: Resolved via readymade-fallback
[2026-08-06T20:29:57.867Z] COMPANY: "Anjani Portland Cement Limited" | QUERIES: ["Anjani Portland Cement Limited" official website] | CANDIDATES: [https://anjanicement.com] | SELECTED: "https://anjanicement.com" | CONFIDENCE: HIGH | TIME: 0ms | REASON: Resolved via readymade-fallback
[2026-08-06T20:30:08.808Z] COMPANY: "Apcotex Industries Limited" | QUERIES: ["Apcotex Industries Limited" official website] | CANDIDATES: [https://apcotex.com] | SELECTED: "https://apcotex.com" | CONFIDENCE: HIGH | TIME: 1ms | REASON: Resolved via readymade-fallback
[2026-08-06T20:30:09.469Z] COMPANY: "Apex Frozen Foods Limited" | QUERIES: ["Apex Frozen Foods Limited" official website] | CANDIDATES: [https://Not Found] | SELECTED: "https://Not Found" | CONFIDENCE: HIGH | TIME: 0ms | REASON: Resolved via readymade-fallback
[2026-08-06T20:30:14.795Z] COMPANY: "APL Apollo Tubes Limited" | QUERIES: ["APL Apollo Tubes Limited" official website] | CANDIDATES: [https://aplapollo.com] | SELECTED: "https://aplapollo.com" | CONFIDENCE: HIGH | TIME: 0ms | REASON: Resolved via readymade-fallback
[2026-08-06T20:30:25.509Z] COMPANY: "Alembic Pharmaceuticals Limited" | QUERIES: ["Alembic Pharmaceuticals Limited" official website] | CANDIDATES: [https://alembicpharmaceuticals.com] | SELECTED: "https://alembicpharmaceuticals.com" | CONFIDENCE: HIGH | TIME: 0ms | REASON: Resolved via readymade-fallback
[2026-08-06T20:30:36.875Z] COMPANY: "Apollo Micro Systems Limited" | QUERIES: ["Apollo Micro Systems Limited" official website] | CANDIDATES: [https://apollo-micro.com] | SELECTED: "https://apollo-micro.com" | CONFIDENCE: HIGH | TIME: 0ms | REASON: Resolved via readymade-fallback
[2026-08-06T20:30:37.810Z] COMPANY: "Apollo Hospitals Enterprise Limited" | QUERIES: ["Apollo Hospitals Enterprise Limited" official website] | CANDIDATES: [https://Not Found] | SELECTED: "https://Not Found" | CONFIDENCE: HIGH | TIME: 0ms | REASON: Resolved via readymade-fallback
[2026-08-06T20:30:45.596Z] COMPANY: "Apollo Pipes Limited" | QUERIES: ["Apollo Pipes Limited" official website] | CANDIDATES: [https://apollopipes.com] | SELECTED: "https://apollopipes.com" | CONFIDENCE: HIGH | TIME: 0ms | REASON: Resolved via readymade-fallback
[2026-08-06T20:30:48.581Z] COMPANY: "Apollo Tyres Limited" | QUERIES: ["Apollo Tyres Limited" official website] | CANDIDATES: [https://apollotyres.com] | SELECTED: "https://apollotyres.com" | CONFIDENCE: HIGH | TIME: 0ms | REASON: Resolved via readymade-fallback
[2026-08-06T20:30:54.314Z] COMPANY: "Apollo Sindoori Hotels Limited" | QUERIES: ["Apollo Sindoori Hotels Limited" official website] | CANDIDATES: [https://Not Found] | SELECTED: "https://Not Found" | CONFIDENCE: HIGH | TIME: 0ms | REASON: Resolved via readymade-fallback
[2026-08-06T20:31:01.349Z] COMPANY: "Aptech Limited" | QUERIES: ["Aptech Limited" official website] | CANDIDATES: [https://aptechvisa.com] | SELECTED: "https://aptechvisa.com" | CONFIDENCE: HIGH | TIME: 0ms | REASON: Resolved via readymade-fallback
[2026-08-06T20:31:03.764Z] COMPANY: "Aptus Value Housing Finance India Limited" | QUERIES: ["Aptus Value Housing Finance India Limited" official website] | CANDIDATES: [https://Not Found] | SELECTED: "https://Not Found" | CONFIDENCE: HIGH | TIME: 0ms | REASON: Resolved via readymade-fallback
[2026-08-06T20:31:10.915Z] COMPANY: "Aqylon Nexus Limited" | QUERIES: ["Aqylon Nexus Limited" official website] | CANDIDATES: [https://Not Found] | SELECTED: "https://Not Found" | CONFIDENCE: HIGH | TIME: 0ms | REASON: Resolved via readymade-fallback
[2026-08-06T20:31:16.038Z] COMPANY: "Archidply Industries Limited" | QUERIES: ["Archidply Industries Limited" official website] | CANDIDATES: [https://Not Found] | SELECTED: "https://Not Found" | CONFIDENCE: HIGH | TIME: 1ms | REASON: Resolved via readymade-fallback
[2026-08-06T20:31:22.427Z] COMPANY: "Archies Limited" | QUERIES: ["Archies Limited" official website] | CANDIDATES: [https://archiesonline.com] | SELECTED: "https://archiesonline.com" | CONFIDENCE: HIGH | TIME: 0ms | REASON: Resolved via readymade-fallback
[2026-08-06T20:31:26.648Z] COMPANY: "Amara Raja Energy & Mobility Limited" | QUERIES: ["Amara Raja Energy & Mobility Limited" official website] | CANDIDATES: [https://Not Found] | SELECTED: "https://Not Found" | CONFIDENCE: HIGH | TIME: 0ms | REASON: Resolved via readymade-fallback
[2026-08-06T20:31:34.215Z] COMPANY: "Rajdarshan Industries Limited" | QUERIES: ["Rajdarshan Industries Limited" official website] | CANDIDATES: [https://rajdarshanindustrieslimited.com] | SELECTED: "https://rajdarshanindustrieslimited.com" | CONFIDENCE: HIGH | TIME: 0ms | REASON: Resolved via readymade-fallback
